procedencia;Galicia;Asturias;Cantabria;País_Vasco;La_Rioja;Aragón;Castilla_La_Mancha;Madrid;Extremadura;Navarra;Cataluña;Comunitat_Valenciana;Murcia;Andalucía;Illes_Balears;Ceuta;Melilla;Islas_Canarias;Extranjero
Castilla y León;1519;1361;970;2154;530;795;944;9633;693;391;1614;1543;274;1987;681;24;65;979;9830
