" Población Total por Edades y Sexo"

"SEXO",,"VARON","MUJER","TOTAL",
,,POBLACION,POBLACION,POBLACION
FECHA,EDAD,Sum,Sum,Sum
," 108",           1,           3,           4
," 109",           .,   2.0025917,   2.0025917
," 110",           .,           2,           2
," 111",           1,   3.0025917,   4.0025917
," 113",           .,           1,           1
," 116",           1,           1,           2
," 118",           1,           .,           1
," 119",           .,           2,           2
," 122",           1,           1,           2
," 123",           1,           .,           1

"2002","   0",6954.7945651, 6783.876711,13738.671276
,"   1",7921.9485359, 7413.907563,15335.856099
,"   2",7739.9540465, 7400.987264, 15140.94131
,"   3",8566.0362899, 7994.151808,16560.188098
,"   4",8942.0274804, 8466.205799,17408.233279
,"   5",8677.0738665, 8354.154379,17031.228246
,"   6",9313.2171609, 9000.270074,18313.487235
,"   7",9700.2922049,  8914.31121,18614.603415
,"   8",10062.260274, 9635.504035,19697.764309
,"   9",10627.436713, 9998.460328,20625.897041
,"  10",10904.377112,10027.540029,20931.917141
,"  11",11024.419773,10587.532316,21611.952089
,"  12",11487.437262,11056.547742,22543.985004
,"  13",11886.528942,10975.666008, 22862.19495
,"  14",12208.529991, 11771.74828,23980.278271
,"  15",  12887.5656,12214.727712,25102.293312
,"  16",13784.717051,12836.627443,26621.344494
,"  17",14145.737138,13383.869117,27529.606255
,"  18",14551.791076,13752.971957,28304.763033
,"  19",15430.864419,14623.984812,30054.849231
,"  20",16247.876519,15290.218773,31538.095292
,"  21",17351.047583,16202.193063,33553.240646
,"  22",17729.997993,17063.326755,34793.324748
,"  23",18943.179486,17828.208489,36771.387975
,"  24",19010.275889,17953.401314,36963.677203
,"  25",19577.255492, 18636.46816,38213.723652
,"  26",19204.138623,18373.524722,37577.663345
,"  27",19205.355939,18326.470731, 37531.82667
,"  28",18904.354237,17968.586426,36872.940663
,"  29",18986.459615,17891.594139,36878.053754
,"  30",19052.590944,17789.730402,36842.321346
,"  31",18823.592632,17936.668698, 36760.26133
,"  32", 19084.64284, 18090.75097, 37175.39381
,"  33",18915.635049,18104.650701, 37020.28575
,"  34",19125.697993,18462.833242,37588.531235
,"  35",19044.628472,18481.753541,37526.382013
,"  36",19537.797347,18845.830671,38383.628018
,"  37",19734.812777,19467.026067,39201.838844
,"  38",19767.756588,18446.637846,38214.394434
,"  39",19235.780254,18602.450163,37838.230417
,"  40",19292.626179,18225.406456,37518.032635
,"  41",19620.655698,18653.547861,38274.203559
,"  42",19375.602526,18128.247054, 37503.84958
,"  43",18822.319124,17641.218773,36463.537897
,"  44",18658.383504,17595.036232,36253.419736
,"  45",18083.186777,16668.840836,34752.027613
,"  46",17359.071297,15736.907682,33095.978979
,"  47",16508.019565,14949.727712,31457.747277
,"  48",16483.920699,14884.717428,31368.638127
,"  49",16273.914431,14524.614588,30798.529019
,"  50",15168.756847,13806.606875,28975.363722
,"  51",15384.842943,14346.845978,29731.688921
,"  52",15220.840736,14674.784274, 29895.62501
,"  53",16336.914644,15056.910253,31393.824897
,"  54",14413.703231,13634.827981,28048.531212
,"  55",13774.719336,13512.822839,27287.542175
,"  56",14705.952038,14668.059371,29374.011409
,"  57",14131.870282,13862.964244,27994.834526
,"  58", 14279.02215,14066.074797,28345.096947
,"  59",12540.760138,12715.907682, 25256.66782
,"  60",12004.699871,12162.946247,24167.646118
,"  61",13342.929439, 13993.18535,27336.114789
,"  62",9837.4824949,10447.817697,20285.300192
,"  63",10494.583076,11121.848549,21616.431625
,"  64",11984.895684,12913.231628,24898.127312
,"  65",14750.323316,16406.846097,31157.169413
,"  66",14009.342093,15393.761254,29403.103347
,"  67",14257.216793,15684.655843,29941.872636
,"  68",14401.439771,15905.753541,30307.193312
,"  69",14684.420885,16447.748399,31132.169284
,"  70",14018.414326,15771.784393,29790.198719
,"  71",14052.359278,16380.866665,30433.225943
,"  72",12853.176657,15257.738115,28110.914772
,"  73",13111.146711,15692.655843,28803.802554
,"  74",12008.944216,14804.486157,26813.430373
,"  75",12136.122406,15032.511867,27168.634273
,"  76",10961.909548, 14028.51958,24990.429128
,"  77",10543.806968,13888.419311,24432.226279
,"  78",10187.696006,13560.445021,23748.141027
,"  79",9507.6005346,13077.270193,22584.870728
,"  80",8649.5563681,11561.028519,20210.584887
,"  81",6911.2093392,10607.989954,17519.199293
,"  82",5442.0505106, 8774.588878,14216.639389
,"  83",4768.8021782, 8509.650582, 13278.45276
,"  84",4320.7724843, 7622.380627,11943.153111
,"  85",3958.7646626, 7128.444902,11087.209565
,"  86",3558.7039692, 6848.329207,10407.033176
,"  87", 3039.605773, 6195.226367,  9234.83214
,"  88",2734.6063215, 5748.221225,8482.8275465
,"  89",2282.4607032, 4974.069536,7256.5302392
,"  90",1992.4281192, 4119.910134,6112.3382532
,"  91",1587.3392987, 3391.779013,4979.1183117
,"  92",1274.3442608, 2795.557907,4069.9021678
,"  93",  973.253782, 2107.467922, 3080.721704
,"  94",  713.176544,  1596.38565, 2309.562194
,"  95",   559.13189,  1203.33423,  1762.46612
,"  96", 400.1037196,  920.200538,1320.3042576
,"  97", 241.0590351,  623.197967, 864.2570021
,"  98", 167.0639972,  452.097698, 619.1616952
,"  99", 147.0264816,  350.084843, 497.1113246
," 100",  98.0154476,  214.041136, 312.0565836
," 101",  174.033102,  248.030852,  422.063954
," 102",  17.0044136,   62.023139,  79.0275526
," 103",  12.0022068,   33.007713,  45.0099198
," 104",          10,   27.007713,   37.007713
," 105",   9.0022068,   16.002571,  25.0047778
," 106",           1,    7.002571,    8.002571
," 107",           2,           3,           5
," 108",           3,           2,           5
," 109",           .,           2,           2
," 110",           .,           1,           1
," 111",           .,           1,           1
," 112",           .,    1.002571,    1.002571
," 114",           .,           1,           1
," 117",           1,           1,           2
," 119",           1,           .,           1
," 120",           .,           2,           2
," 123",           1,           1,           2
," 124",           1,           .,           1

"2003","   0",        8132,        7493,       15625
,"   1",        8027,        7739,       15766
,"   2",        8707,        8117,       16824
,"   3",        8363,        8110,       16473
,"   4",        8893,        8290,       17183
,"   5",        9246,        8804,       18050
,"   6",        9084,        8722,       17806
,"   7",        9479,        9159,       18638
,"   8",        9908,        9100,       19008
,"   9",       10228,        9797,       20025
,"  10",       10803,       10152,       20955
,"  11",       11054,       10194,       21248
,"  12",       11156,       10720,       21876
,"  13",       11621,       11182,       22803
,"  14",       12021,       11118,       23139
,"  15",       12300,       11910,       24210
,"  16",       13017,       12332,       25349
,"  17",       13888,       12903,       26791
,"  18",       14275,       13505,       27780
,"  19",       14691,       13943,       28634
,"  20",       15630,       14823,       30453
,"  21",       16418,       15439,       31857
,"  22",       17503,       16366,       33869
,"  23",       17872,       17172,       35044
,"  24",       19123,       17906,       37029
,"  25",       19152,       18067,       37219
,"  26",       19584,       18661,       38245
,"  27",       19204,       18364,       37568
,"  28",       19193,       18238,       37431
,"  29",       18937,       17889,       36826
,"  30",       18940,       17780,       36720
,"  31",       19030,       17737,       36767
,"  32",       18819,       17881,       36700
,"  33",       19131,       18168,       37299
,"  34",       18940,       18154,       37094
,"  35",       19246,       18573,       37819
,"  36",       19112,       18584,       37696
,"  37",       19663,       18965,       38628
,"  38",       19816,       19552,       39368
,"  39",       19880,       18568,       38448
,"  40",       19411,       18683,       38094
,"  41",       19426,       18384,       37810
,"  42",       19787,       18771,       38558
,"  43",       19519,       18224,       37743
,"  44",       18944,       17755,       36699
,"  45",       18751,       17752,       36503
,"  46",       18155,       16739,       34894
,"  47",       17454,       15865,       33319
,"  48",       16552,       15003,       31555
,"  49",       16530,       14944,       31474
,"  50",       16294,       14566,       30860
,"  51",       15208,       13882,       29090
,"  52",       15395,       14406,       29801
,"  53",       15223,       14722,       29945
,"  54",       16362,       15121,       31483
,"  55",       14428,       13624,       28052
,"  56",       13758,       13570,       27328
,"  57",       14671,       14717,       29388
,"  58",       14102,       13928,       28030
,"  59",       14251,       14120,       28371
,"  60",       12520,       12754,       25274
,"  61",       12000,       12189,       24189
,"  62",       13264,       14036,       27300
,"  63",        9780,       10461,       20241
,"  64",       10445,       11103,       21548
,"  65",       11938,       12985,       24923
,"  66",       14634,       16400,       31034
,"  67",       13878,       15310,       29188
,"  68",       14071,       15612,       29683
,"  69",       14193,       15836,       30029
,"  70",       14447,       16346,       30793
,"  71",       13777,       15660,       29437
,"  72",       13720,       16204,       29924
,"  73",       12563,       15087,       27650
,"  74",       12666,       15500,       28166
,"  75",       11653,       14566,       26219
,"  76",       11647,       14735,       26382
,"  77",       10460,       13713,       24173
,"  78",       10026,       13576,       23602
,"  79",        9652,       13196,       22848
,"  80",        8918,       12607,       21525
,"  81",        8047,       11151,       19198
,"  82",        6388,       10129,       16517
,"  83",        5001,        8281,       13282
,"  84",        4309,        7985,       12294
,"  85",        3904,        7057,       10961
,"  86",        3505,        6519,       10024
,"  87",        3127,        6205,        9332
,"  88",        2615,        5494,        8109
,"  89",        2336,        5079,        7415
,"  90",        1893,        4284,        6177
,"  91",        1616,        3465,        5081
,"  92",        1285,        2807,        4092
,"  93",         998,        2248,        3246
,"  94",         729,        1686,        2415
,"  95",         536,        1252,        1788
,"  96",         400,         903,        1303
,"  97",         300,         687,         987
,"  98",         171,         443,         614
,"  99",         116,         306,         422
," 100",          96,         224,         320
," 101",          73,         154,         227
," 102",         137,         188,         325
," 103",           9,          39,          48
," 104",          10,          16,          26
," 105",           4,          16,          20
," 106",           8,          10,          18
," 107",           1,           2,           3
," 108",           1,           4,           5
," 109",           2,           1,           3
," 110",           .,           2,           2
," 115",           .,           1,           1
," 116",           .,           1,           1
," 118",           .,           1,           1
," 120",           1,           .,           1

"2004","   0",        7992,        7776,       15768
,"   1",        8747,        8073,       16820
,"   2",        8719,        8444,       17163
,"   3",        9224,        8579,       17803
,"   4",        8764,        8468,       17232
,"   5",        9190,        8592,       17782
,"   6",        9502,        9082,       18584
,"   7",        9338,        8949,       18287
,"   8",        9598,        9322,       18920
,"   9",       10024,        9232,       19256
,"  10",       10377,        9919,       20296
,"  11",       10971,       10290,       21261
,"  12",       11186,       10300,       21486
,"  13",       11292,       10843,       22135
,"  14",       11700,       11283,       22983
,"  15",       12143,       11245,       23388
,"  16",       12408,       12021,       24429
,"  17",       13127,       12396,       25523
,"  18",       13921,       12932,       26853
,"  19",       14435,       13702,       28137
,"  20",       14811,       14165,       28976
,"  21",       15815,       14976,       30791
,"  22",       16568,       15582,       32150
,"  23",       17605,       16537,       34142
,"  24",       18008,       17176,       35184
,"  25",       19211,       17918,       37129
,"  26",       19226,       18079,       37305
,"  27",       19587,       18692,       38279
,"  28",       19273,       18315,       37588
,"  29",       19227,       18215,       37442
,"  30",       18981,       17823,       36804
,"  31",       18906,       17830,       36736
,"  32",       19034,       17794,       36828
,"  33",       18915,       17921,       36836
,"  34",       19191,       18179,       37370
,"  35",       19057,       18275,       37332
,"  36",       19349,       18681,       38030
,"  37",       19269,       18671,       37940
,"  38",       19758,       19095,       38853
,"  39",       19931,       19721,       39652
,"  40",       20005,       18644,       38649
,"  41",       19453,       18820,       38273
,"  42",       19562,       18462,       38024
,"  43",       19892,       18804,       38696
,"  44",       19586,       18310,       37896
,"  45",       19023,       17821,       36844
,"  46",       18769,       17821,       36590
,"  47",       18221,       16803,       35024
,"  48",       17460,       15944,       33404
,"  49",       16583,       15053,       31636
,"  50",       16577,       15014,       31591
,"  51",       16329,       14647,       30976
,"  52",       15186,       13950,       29136
,"  53",       15395,       14425,       29820
,"  54",       15216,       14767,       29983
,"  55",       16319,       15113,       31432
,"  56",       14388,       13666,       28054
,"  57",       13686,       13597,       27283
,"  58",       14650,       14758,       29408
,"  59",       14038,       13952,       27990
,"  60",       14186,       14136,       28322
,"  61",       12491,       12759,       25250
,"  62",       11914,       12208,       24122
,"  63",       13200,       14027,       27227
,"  64",        9728,       10455,       20183
,"  65",       10404,       11118,       21522
,"  66",       11841,       12970,       24811
,"  67",       14491,       16353,       30844
,"  68",       13687,       15261,       28948
,"  69",       13830,       15538,       29368
,"  70",       13986,       15729,       29715
,"  71",       14196,       16247,       30443
,"  72",       13519,       15518,       29037
,"  73",       13372,       16034,       29406
,"  74",       12219,       14919,       27138
,"  75",       12246,       15312,       27558
,"  76",       11263,       14311,       25574
,"  77",       11172,       14446,       25618
,"  78",       10062,       13425,       23487
,"  79",        9529,       13198,       22727
,"  80",        9112,       12792,       21904
,"  81",        8301,       12139,       20440
,"  82",        7444,       10677,       18121
,"  83",        5887,        9634,       15521
,"  84",        4571,        7797,       12368
,"  85",        3874,        7473,       11347
,"  86",        3459,        6491,        9950
,"  87",        3058,        5954,        9012
,"  88",        2706,        5572,        8278
,"  89",        2216,        4846,        7062
,"  90",        1965,        4478,        6443
,"  91",        1566,        3688,        5254
,"  92",        1326,        2942,        4268
,"  93",        1005,        2355,        3360
,"  94",         788,        1849,        2637
,"  95",         558,        1317,        1875
,"  96",         396,         976,        1372
,"  97",         302,         694,         996
,"  98",         211,         512,         723
,"  99",         126,         329,         455
," 100",          77,         228,         305
," 101",          64,         164,         228
," 102",          51,         112,         163
," 103",         111,         144,         255
," 104",           7,          27,          34
," 105",           9,          13,          22
," 106",           3,          12,          15
," 107",           7,           8,          15
," 108",           1,           2,           3
," 109",           1,           2,           3
," 110",           2,           .,           2
," 111",           .,           2,           2
," 115",           .,           1,           1
," 116",           .,           1,           1
," 117",           .,           1,           1

"2005","   0",        8615,        8039,       16654
,"   1",        8951,        8886,       17837
,"   2",        9279,        8567,       17846
,"   3",        9168,        8874,       18042
,"   4",        9557,        8893,       18450
,"   5",        9127,        8866,       17993
,"   6",        9368,        8755,       18123
,"   7",        9659,        9214,       18873
,"   8",        9514,        9123,       18637
,"   9",        9749,        9447,       19196
,"  10",       10162,        9360,       19522
,"  11",       10539,       10104,       20643
,"  12",       11132,       10416,       21548
,"  13",       11315,       10447,       21762
,"  14",       11463,       10962,       22425
,"  15",       11850,       11408,       23258
,"  16",       12279,       11397,       23676
,"  17",       12550,       12120,       24670
,"  18",       13316,       12524,       25840
,"  19",       14175,       13221,       27396
,"  20",       14728,       13933,       28661
,"  21",       15106,       14422,       29528
,"  22",       16059,       15248,       31307
,"  23",       16880,       15883,       32763
,"  24",       17944,       16731,       34675
,"  25",       18322,       17422,       35744
,"  26",       19468,       18067,       37535
,"  27",       19489,       18152,       37641
,"  28",       19890,       18848,       38738
,"  29",       19471,       18479,       37950
,"  30",       19554,       18413,       37967
,"  31",       19242,       18015,       37257
,"  32",       19111,       18045,       37156
,"  33",       19244,       17963,       37207
,"  34",       19138,       18220,       37358
,"  35",       19511,       18434,       37945
,"  36",       19328,       18511,       37839
,"  37",       19619,       18890,       38509
,"  38",       19482,       18836,       38318
,"  39",       19990,       19245,       39235
,"  40",       20131,       19876,       40007
,"  41",       20227,       18801,       39028
,"  42",       19653,       18962,       38615
,"  43",       19748,       18613,       38361
,"  44",       20038,       18934,       38972
,"  45",       19712,       18421,       38133
,"  46",       19124,       17960,       37084
,"  47",       18929,       17938,       36867
,"  48",       18325,       16901,       35226
,"  49",       17522,       16005,       33527
,"  50",       16644,       15138,       31782
,"  51",       16611,       15136,       31747
,"  52",       16349,       14714,       31063
,"  53",       15183,       14002,       29185
,"  54",       15430,       14513,       29943
,"  55",       15197,       14832,       30029
,"  56",       16292,       15179,       31471
,"  57",       14324,       13684,       28008
,"  58",       13667,       13616,       27283
,"  59",       14583,       14782,       29365
,"  60",       14054,       14003,       28057
,"  61",       14191,       14195,       28386
,"  62",       12451,       12792,       25243
,"  63",       11866,       12257,       24123
,"  64",       13149,       14003,       27152
,"  65",        9688,       10470,       20158
,"  66",       10365,       11107,       21472
,"  67",       11709,       12939,       24648
,"  68",       14349,       16326,       30675
,"  69",       13469,       15214,       28683
,"  70",       13602,       15483,       29085
,"  71",       13697,       15620,       29317
,"  72",       13887,       16112,       29999
,"  73",       13208,       15414,       28622
,"  74",       13033,       15862,       28895
,"  75",       11855,       14710,       26565
,"  76",       11847,       15124,       26971
,"  77",       10858,       14022,       24880
,"  78",       10687,       14148,       24835
,"  79",        9592,       13056,       22648
,"  80",        8997,       12781,       21778
,"  81",        8561,       12350,       20911
,"  82",        7724,       11609,       19333
,"  83",        6922,       10148,       17070
,"  84",        5386,        9139,       14525
,"  85",        4136,        7298,       11434
,"  86",        3433,        6907,       10340
,"  87",        3071,        5919,        8990
,"  88",        2659,        5405,        8064
,"  89",        2311,        5008,        7319
,"  90",        1864,        4260,        6124
,"  91",        1646,        3840,        5486
,"  92",        1283,        3084,        4367
,"  93",        1065,        2455,        3520
,"  94",         780,        1917,        2697
,"  95",         622,        1510,        2132
,"  96",         422,        1053,        1475
,"  97",         299,         765,        1064
,"  98",         205,         545,         750
,"  99",         146,         394,         540
," 100",          97,         250,         347
," 101",          50,         173,         223
," 102",          43,         118,         161
," 103",          38,          84,         122
," 104",          74,          90,         164
," 105",           7,          18,          25
," 106",           8,          12,          20
," 107",           2,           7,           9
," 108",           4,           8,          12
," 109",           1,           3,           4
," 110",           1,           1,           2
," 111",           2,           .,           2
," 112",           1,           3,           4
," 115",           .,           1,           1

"2006","   0",        9079,        8364,       17443
,"   1",        9502,        8940,       18442
,"   2",        9346,        9322,       18668
,"   3",        9610,        8955,       18565
,"   4",        9388,        9057,       18445
,"   5",        9755,        9060,       18815
,"   6",        9389,        9095,       18484
,"   7",        9527,        8895,       18422
,"   8",        9834,        9401,       19235
,"   9",        9719,        9319,       19038
,"  10",        9903,        9582,       19485
,"  11",       10285,        9523,       19808
,"  12",       10689,       10232,       20921
,"  13",       11238,       10538,       21776
,"  14",       11426,       10534,       21960
,"  15",       11595,       11082,       22677
,"  16",       11995,       11527,       23522
,"  17",       12375,       11511,       23886
,"  18",       12676,       12277,       24953
,"  19",       13545,       12755,       26300
,"  20",       14412,       13479,       27891
,"  21",       14945,       14230,       29175
,"  22",       15406,       14639,       30045
,"  23",       16305,       15470,       31775
,"  24",       17127,       16115,       33242
,"  25",       18105,       16874,       34979
,"  26",       18471,       17511,       35982
,"  27",       19563,       18233,       37796
,"  28",       19571,       18285,       37856
,"  29",       20056,       18926,       38982
,"  30",       19553,       18528,       38081
,"  31",       19670,       18530,       38200
,"  32",       19348,       18128,       37476
,"  33",       19321,       18234,       37555
,"  34",       19501,       18104,       37605
,"  35",       19398,       18369,       37767
,"  36",       19754,       18655,       38409
,"  37",       19566,       18660,       38226
,"  38",       19859,       19106,       38965
,"  39",       19690,       18981,       38671
,"  40",       20123,       19342,       39465
,"  41",       20286,       20058,       40344
,"  42",       20369,       18925,       39294
,"  43",       19812,       19085,       38897
,"  44",       19853,       18647,       38500
,"  45",       20160,       19047,       39207
,"  46",       19812,       18510,       38322
,"  47",       19193,       18049,       37242
,"  48",       19008,       18026,       37034
,"  49",       18407,       16946,       35353
,"  50",       17537,       16046,       33583
,"  51",       16697,       15155,       31852
,"  52",       16587,       15182,       31769
,"  53",       16379,       14787,       31166
,"  54",       15190,       14037,       29227
,"  55",       15378,       14518,       29896
,"  56",       15213,       14890,       30103
,"  57",       16267,       15225,       31492
,"  58",       14274,       13727,       28001
,"  59",       13634,       13636,       27270
,"  60",       14544,       14805,       29349
,"  61",       14075,       14033,       28108
,"  62",       14156,       14230,       28386
,"  63",       12396,       12856,       25252
,"  64",       11809,       12264,       24073
,"  65",       13132,       14015,       27147
,"  66",        9634,       10462,       20096
,"  67",       10233,       11072,       21305
,"  68",       11572,       12902,       24474
,"  69",       14127,       16246,       30373
,"  70",       13291,       15162,       28453
,"  71",       13374,       15393,       28767
,"  72",       13423,       15478,       28901
,"  73",       13596,       15967,       29563
,"  74",       12849,       15223,       28072
,"  75",       12611,       15633,       28244
,"  76",       11470,       14478,       25948
,"  77",       11432,       14848,       26280
,"  78",       10374,       13704,       24078
,"  79",       10099,       13799,       23898
,"  80",        9013,       12640,       21653
,"  81",        8458,       12351,       20809
,"  82",        8007,       11828,       19835
,"  83",        7175,       11036,       18211
,"  84",        6311,        9606,       15917
,"  85",        4851,        8534,       13385
,"  86",        3689,        6770,       10459
,"  87",        3037,        6254,        9291
,"  88",        2660,        5371,        8031
,"  89",        2296,        4800,        7096
,"  90",        1925,        4362,        6287
,"  91",        1515,        3673,        5188
,"  92",        1366,        3241,        4607
,"  93",        1028,        2571,        3599
,"  94",         841,        1982,        2823
,"  95",         620,        1560,        2180
,"  96",         460,        1178,        1638
,"  97",         312,         803,        1115
,"  98",         217,         581,         798
,"  99",         149,         388,         537
," 100",         120,         306,         426
," 101",          67,         190,         257
," 102",          31,         137,         168
," 103",          29,          88,         117
," 104",          31,          62,          93
," 105",          59,          75,         134
," 106",           4,          14,          18
," 107",           6,           8,          14
," 108",           1,           8,           9
," 109",           3,           4,           7
," 110",           1,           3,           4
," 111",           1,           1,           2
," 112",           2,           .,           2
," 113",           .,           3,           3

"2007","   0",        9191,        8518,       17709
,"   1",        9769,        9096,       18865
,"   2",        9798,        9286,       19084
,"   3",        9678,        9596,       19274
,"   4",        9843,        9131,       18974
,"   5",        9590,        9209,       18799
,"   6",       10002,        9264,       19266
,"   7",        9644,        9285,       18929
,"   8",        9682,        9032,       18714
,"   9",        9977,        9539,       19516
,"  10",        9826,        9465,       19291
,"  11",       10064,        9675,       19739
,"  12",       10394,        9680,       20074
,"  13",       10825,       10316,       21141
,"  14",       11343,       10674,       22017
,"  15",       11538,       10636,       22174
,"  16",       11748,       11187,       22935
,"  17",       12117,       11637,       23754
,"  18",       12570,       11691,       24261
,"  19",       12896,       12541,       25437
,"  20",       13829,       13045,       26874
,"  21",       14690,       13702,       28392
,"  22",       15206,       14468,       29674
,"  23",       15559,       14859,       30418
,"  24",       16458,       15536,       31994
,"  25",       17259,       16165,       33424
,"  26",       18205,       16903,       35108
,"  27",       18519,       17414,       35933
,"  28",       19627,       18184,       37811
,"  29",       19561,       18237,       37798
,"  30",       20116,       18916,       39032
,"  31",       19629,       18432,       38061
,"  32",       19721,       18522,       38243
,"  33",       19459,       18131,       37590
,"  34",       19340,       18254,       37594
,"  35",       19656,       18238,       37894
,"  36",       19402,       18443,       37845
,"  37",       19868,       18752,       38620
,"  38",       19686,       18722,       38408
,"  39",       19972,       19171,       39143
,"  40",       19795,       19037,       38832
,"  41",       20274,       19406,       39680
,"  42",       20413,       20148,       40561
,"  43",       20491,       18990,       39481
,"  44",       19906,       19128,       39034
,"  45",       19961,       18666,       38627
,"  46",       20196,       19152,       39348
,"  47",       19896,       18571,       38467
,"  48",       19248,       18052,       37300
,"  49",       19060,       18090,       37150
,"  50",       18437,       17009,       35446
,"  51",       17555,       16087,       33642
,"  52",       16726,       15206,       31932
,"  53",       16567,       15233,       31800
,"  54",       16372,       14827,       31199
,"  55",       15195,       14055,       29250
,"  56",       15331,       14523,       29854
,"  57",       15157,       14915,       30072
,"  58",       16228,       15250,       31478
,"  59",       14258,       13787,       28045
,"  60",       13578,       13640,       27218
,"  61",       14525,       14822,       29347
,"  62",       13989,       14065,       28054
,"  63",       14073,       14229,       28302
,"  64",       12329,       12822,       25151
,"  65",       11769,       12254,       24023
,"  66",       13088,       13990,       27078
,"  67",        9533,       10441,       19974
,"  68",       10131,       11030,       21161
,"  69",       11360,       12814,       24174
,"  70",       13902,       16123,       30025
,"  71",       13021,       15010,       28031
,"  72",       13058,       15268,       28326
,"  73",       13103,       15346,       28449
,"  74",       13210,       15736,       28946
,"  75",       12459,       15035,       27494
,"  76",       12188,       15380,       27568
,"  77",       11058,       14199,       25257
,"  78",       10951,       14479,       25430
,"  79",        9879,       13349,       23228
,"  80",        9583,       13351,       22934
,"  81",        8448,       12141,       20589
,"  82",        7887,       11801,       19688
,"  83",        7387,       11296,       18683
,"  84",        6556,       10448,       17004
,"  85",        5724,        9006,       14730
,"  86",        4318,        7908,       12226
,"  87",        3273,        6184,        9457
,"  88",        2608,        5631,        8239
,"  89",        2282,        4739,        7021
,"  90",        1910,        4219,        6129
,"  91",        1597,        3744,        5341
,"  92",        1200,        3126,        4326
,"  93",        1051,        2719,        3770
,"  94",         779,        2083,        2862
,"  95",         612,        1545,        2157
,"  96",         450,        1163,        1613
,"  97",         313,         852,        1165
,"  98",         202,         550,         752
,"  99",         138,         392,         530
," 100",          79,         247,         326
," 101",          61,         192,         253
," 102",          39,         104,         143
," 103",          18,          74,          92
," 104",          14,          50,          64
," 105",          14,          20,          34
," 106",           8,          22,          30
," 107",           1,           6,           7
," 108",           2,           1,           3
," 109",           1,           2,           3
," 110",           .,           2,           2
," 111",           .,           1,           1

"2008","   0",        9495,        8692,       18187
,"   1",       10128,        9486,       19614
,"   2",       10283,        9626,       19909
,"   3",       10340,        9693,       20033
,"   4",       10032,        9855,       19887
,"   5",       10159,        9437,       19596
,"   6",        9904,        9490,       19394
,"   7",       10277,        9494,       19771
,"   8",        9877,        9579,       19456
,"   9",        9897,        9257,       19154
,"  10",       10262,        9781,       20043
,"  11",       10081,        9728,       19809
,"  12",       10270,        9891,       20161
,"  13",       10609,        9882,       20491
,"  14",       11063,       10522,       21585
,"  15",       11537,       10794,       22331
,"  16",       11790,       10838,       22628
,"  17",       11970,       11356,       23326
,"  18",       12516,       11969,       24485
,"  19",       13120,       12123,       25243
,"  20",       13448,       13068,       26516
,"  21",       14437,       13573,       28010
,"  22",       15259,       14149,       29408
,"  23",       15798,       14854,       30652
,"  24",       16148,       15149,       31297
,"  25",       17043,       15770,       32813
,"  26",       17869,       16353,       34222
,"  27",       18737,       17166,       35903
,"  28",       18983,       17673,       36656
,"  29",       20178,       18433,       38611
,"  30",       20064,       18450,       38514
,"  31",       20633,       19094,       39727
,"  32",       20164,       18661,       38825
,"  33",       20301,       18750,       39051
,"  34",       19908,       18398,       38306
,"  35",       19857,       18452,       38309
,"  36",       20188,       18483,       38671
,"  37",       19952,       18714,       38666
,"  38",       20366,       18991,       39357
,"  39",       20174,       19009,       39183
,"  40",       20406,       19427,       39833
,"  41",       20118,       19254,       39372
,"  42",       20528,       19616,       40144
,"  43",       20714,       20335,       41049
,"  44",       20832,       19185,       40017
,"  45",       20150,       19363,       39513
,"  46",       20245,       18807,       39052
,"  47",       20415,       19288,       39703
,"  48",       20168,       18699,       38867
,"  49",       19483,       18181,       37664
,"  50",       19158,       18184,       37342
,"  51",       18566,       17144,       35710
,"  52",       17662,       16201,       33863
,"  53",       16808,       15314,       32122
,"  54",       16625,       15294,       31919
,"  55",       16433,       14914,       31347
,"  56",       15236,       14133,       29369
,"  57",       15357,       14526,       29883
,"  58",       15160,       14986,       30146
,"  59",       16161,       15302,       31463
,"  60",       14219,       13824,       28043
,"  61",       13575,       13685,       27260
,"  62",       14474,       14849,       29323
,"  63",       13915,       14047,       27962
,"  64",       13988,       14244,       28232
,"  65",       12283,       12829,       25112
,"  66",       11661,       12246,       23907
,"  67",       12942,       13952,       26894
,"  68",        9405,       10382,       19787
,"  69",       10000,       10988,       20988
,"  70",       11220,       12731,       23951
,"  71",       13621,       16002,       29623
,"  72",       12776,       14868,       27644
,"  73",       12775,       15120,       27895
,"  74",       12786,       15172,       27958
,"  75",       12838,       15558,       28396
,"  76",       12018,       14819,       26837
,"  77",       11767,       15077,       26844
,"  78",       10570,       13901,       24471
,"  79",       10438,       14154,       24592
,"  80",        9410,       12965,       22375
,"  81",        9028,       12870,       21898
,"  82",        7880,       11661,       19541
,"  83",        7314,       11295,       18609
,"  84",        6760,       10670,       17430
,"  85",        5957,        9772,       15729
,"  86",        5171,        8376,       13547
,"  87",        3807,        7289,       11096
,"  88",        2846,        5612,        8458
,"  89",        2198,        5029,        7227
,"  90",        1926,        4174,        6100
,"  91",        1548,        3636,        5184
,"  92",        1266,        3193,        4459
,"  93",         940,        2582,        3522
,"  94",         791,        2190,        2981
,"  95",         591,        1646,        2237
,"  96",         427,        1184,        1611
,"  97",         319,         879,        1198
,"  98",         211,         630,         841
,"  99",         134,         376,         510
," 100",          80,         278,         358
