" Población Total por Edades y Sexo"

"SEXO",,"VARON","MUJER","TOTAL",
,,POBLACION,POBLACION,POBLACION
FECHA,EDAD,Sum,Sum,Sum
," 101",          46,         159,         205
," 102",          36,         114,         150
," 103",          17,          52,          69
," 104",           6,          36,          42
," 105",           7,          24,          31
," 106",           5,           8,          13
," 107",           3,           5,           8
," 108",           .,           2,           2
," 111",           .,           1,           1
," 112",           1,           .,           1

"2009","   0",       10175,        9646,       19821
,"   1",       10345,        9577,       19922
,"   2",       10406,        9742,       20148
,"   3",       10533,        9895,       20428
,"   4",       10562,        9936,       20498
,"   5",       10238,       10024,       20262
,"   6",       10335,        9617,       19952
,"   7",       10076,        9600,       19676
,"   8",       10428,        9661,       20089
,"   9",       10013,        9726,       19739
,"  10",       10022,        9378,       19400
,"  11",       10386,        9887,       20273
,"  12",       10213,        9832,       20045
,"  13",       10363,        9975,       20338
,"  14",       10707,        9958,       20665
,"  15",       11196,       10622,       21818
,"  16",       11665,       10897,       22562
,"  17",       11935,       10950,       22885
,"  18",       12124,       11571,       23695
,"  19",       12701,       12145,       24846
,"  20",       13358,       12342,       25700
,"  21",       13650,       13287,       26937
,"  22",       14584,       13783,       28367
,"  23",       15456,       14248,       29704
,"  24",       15919,       14919,       30838
,"  25",       16156,       15160,       31316
,"  26",       17084,       15743,       32827
,"  27",       17882,       16346,       34228
,"  28",       18782,       17118,       35900
,"  29",       19053,       17688,       36741
,"  30",       20192,       18485,       38677
,"  31",       20172,       18464,       38636
,"  32",       20672,       19110,       39782
,"  33",       20241,       18656,       38897
,"  34",       20297,       18917,       39214
,"  35",       19954,       18559,       38513
,"  36",       19884,       18517,       38401
,"  37",       20292,       18591,       38883
,"  38",       19962,       18828,       38790
,"  39",       20456,       19034,       39490
,"  40",       20226,       19193,       39419
,"  41",       20485,       19500,       39985
,"  42",       20123,       19342,       39465
,"  43",       20559,       19716,       40275
,"  44",       20765,       20400,       41165
,"  45",       20847,       19216,       40063
,"  46",       20143,       19416,       39559
,"  47",       20298,       18883,       39181
,"  48",       20431,       19355,       39786
,"  49",       20137,       18730,       38867
,"  50",       19492,       18208,       37700
,"  51",       19122,       18216,       37338
,"  52",       18511,       17144,       35655
,"  53",       17628,       16190,       33818
,"  54",       16724,       15358,       32082
,"  55",       16621,       15308,       31929
,"  56",       16379,       14963,       31342
,"  57",       15204,       14134,       29338
,"  58",       15258,       14528,       29786
,"  59",       15112,       14986,       30098
,"  60",       16051,       15273,       31324
,"  61",       14165,       13857,       28022
,"  62",       13495,       13676,       27171
,"  63",       14341,       14789,       29130
,"  64",       13787,       14014,       27801
,"  65",       13894,       14281,       28175
,"  66",       12155,       12823,       24978
,"  67",       11498,       12232,       23730
,"  68",       12733,       13932,       26665
,"  69",        9225,       10314,       19539
,"  70",        9829,       10960,       20789
,"  71",       11054,       12651,       23705
,"  72",       13267,       15821,       29088
,"  73",       12443,       14716,       27159
,"  74",       12439,       15001,       27440
,"  75",       12349,       14973,       27322
,"  76",       12404,       15345,       27749
,"  77",       11649,       14585,       26234
,"  78",       11235,       14707,       25942
,"  79",       10074,       13628,       23702
,"  80",        9865,       13776,       23641
,"  81",        8841,       12576,       21417
,"  82",        8432,       12419,       20851
,"  83",        7323,       11135,       18458
,"  84",        6725,       10702,       17427
,"  85",        6165,       10074,       16239
,"  86",        5353,        9084,       14437
,"  87",        4548,        7704,       12252
,"  88",        3343,        6600,        9943
,"  89",        2420,        5004,        7424
,"  90",        1841,        4457,        6298
,"  91",        1612,        3588,        5200
,"  92",        1268,        3050,        4318
,"  93",         982,        2653,        3635
,"  94",         714,        2107,        2821
,"  95",         618,        1762,        2380
,"  96",         445,        1241,        1686
,"  97",         305,         904,        1209
,"  98",         228,         669,         897
,"  99",         146,         463,         609
," 100",          95,         275,         370
," 101",          55,         194,         249
," 102",          30,         112,         142
," 103",          17,          64,          81
," 104",          13,          33,          46
," 105",           4,          24,          28
," 106",           4,          17,          21
," 107",           3,           8,          11
," 108",           4,           4,           8
," 109",           .,           3,           3
," 112",           .,           1,           1

"2010","   0",        9910,        9363,       19273
,"   1",       10856,       10278,       21134
,"   2",       10573,        9819,       20392
,"   3",       10619,       10016,       20635
,"   4",       10642,       10059,       20701
,"   5",       10646,       10054,       20700
,"   6",       10328,       10158,       20486
,"   7",       10435,        9715,       20150
,"   8",       10194,        9674,       19868
,"   9",       10496,        9739,       20235
,"  10",       10112,        9803,       19915
,"  11",       10096,        9464,       19560
,"  12",       10481,        9979,       20460
,"  13",       10331,        9875,       20206
,"  14",       10435,        9998,       20433
,"  15",       10810,       10014,       20824
,"  16",       11249,       10703,       21952
,"  17",       11722,       10943,       22665
,"  18",       12053,       11056,       23109
,"  19",       12192,       11712,       23904
,"  20",       12743,       12298,       25041
,"  21",       13365,       12464,       25829
,"  22",       13686,       13344,       27030
,"  23",       14503,       13783,       28286
,"  24",       15415,       14210,       29625
,"  25",       15816,       14797,       30613
,"  26",       15986,       15041,       31027
,"  27",       16854,       15651,       32505
,"  28",       17697,       16253,       33950
,"  29",       18616,       17037,       35653
,"  30",       18950,       17604,       36554
,"  31",       19999,       18448,       38447
,"  32",       19972,       18439,       38411
,"  33",       20466,       19107,       39573
,"  34",       20119,       18598,       38717
,"  35",       20197,       18922,       39119
,"  36",       19843,       18541,       38384
,"  37",       19850,       18595,       38445
,"  38",       20174,       18606,       38780
,"  39",       19862,       18825,       38687
,"  40",       20365,       19124,       39489
,"  41",       20149,       19200,       39349
,"  42",       20468,       19520,       39988
,"  43",       20093,       19336,       39429
,"  44",       20493,       19701,       40194
,"  45",       20697,       20400,       41097
,"  46",       20803,       19219,       40022
,"  47",       20106,       19428,       39534
,"  48",       20261,       18890,       39151
,"  49",       20293,       19353,       39646
,"  50",       20047,       18742,       38789
,"  51",       19446,       18208,       37654
,"  52",       19044,       18209,       37253
,"  53",       18415,       17123,       35538
,"  54",       17545,       16174,       33719
,"  55",       16629,       15361,       31990
,"  56",       16537,       15284,       31821
,"  57",       16264,       14913,       31177
,"  58",       15143,       14098,       29241
,"  59",       15204,       14503,       29707
,"  60",       15026,       15026,       30052
,"  61",       15975,       15270,       31245
,"  62",       14080,       13850,       27930
,"  63",       13390,       13651,       27041
,"  64",       14231,       14759,       28990
,"  65",       13718,       14037,       27755
,"  66",       13782,       14254,       28036
,"  67",       12044,       12775,       24819
,"  68",       11353,       12203,       23556
,"  69",       12522,       13841,       26363
,"  70",        9083,       10231,       19314
,"  71",        9644,       10907,       20551
,"  72",       10802,       12530,       23332
,"  73",       12971,       15609,       28580
,"  74",       12146,       14517,       26663
,"  75",       12093,       14793,       26886
,"  76",       11980,       14793,       26773
,"  77",       11935,       15062,       26997
,"  78",       11184,       14311,       25495
,"  79",       10767,       14360,       25127
,"  80",        9573,       13234,       22807
,"  81",        9334,       13350,       22684
,"  82",        8326,       12091,       20417
,"  83",        7815,       11889,       19704
,"  84",        6782,       10587,       17369
,"  85",        6165,       10100,       16265
,"  86",        5601,        9391,       14992
,"  87",        4794,        8398,       13192
,"  88",        3962,        7040,       11002
,"  89",        2843,        5932,        8775
,"  90",        2027,        4431,        6458
,"  91",        1534,        3872,        5406
,"  92",        1302,        3047,        4349
,"  93",        1020,        2565,        3585
,"  94",         763,        2169,        2932
,"  95",         546,        1655,        2201
,"  96",         465,        1363,        1828
,"  97",         340,         962,        1302
,"  98",         236,         694,         930
,"  99",         164,         493,         657
," 100",         100,         322,         422
," 101",          54,         196,         250
," 102",          39,         146,         185
," 103",          21,          74,          95
," 104",          12,          48,          60
," 105",           7,          16,          23
," 106",           4,          18,          22
," 107",           4,          11,          15
," 108",           2,           6,           8
," 109",           4,           3,           7
," 110",           .,           1,           1
," 113",           .,           1,           1

"2011","   0",       10059,        9370,       19429
,"   1",       10500,        9949,       20449
,"   2",       10996,       10424,       21420
,"   3",       10792,       10032,       20824
,"   4",       10686,       10107,       20793
,"   5",       10717,       10107,       20824
,"   6",       10702,       10090,       20792
,"   7",       10386,       10242,       20628
,"   8",       10503,        9759,       20262
,"   9",       10243,        9763,       20006
,"  10",       10589,        9785,       20374
,"  11",       10207,        9861,       20068
,"  12",       10170,        9542,       19712
,"  13",       10537,       10063,       20600
,"  14",       10402,        9938,       20340
,"  15",       10490,       10064,       20554
,"  16",       10859,       10060,       20919
,"  17",       11304,       10746,       22050
,"  18",       11867,       11090,       22957
,"  19",       12162,       11175,       23337
,"  20",       12343,       11842,       24185
,"  21",       12838,       12421,       25259
,"  22",       13382,       12510,       25892
,"  23",       13699,       13380,       27079
,"  24",       14472,       13746,       28218
,"  25",       15333,       14144,       29477
,"  26",       15727,       14718,       30445
,"  27",       15907,       14970,       30877
,"  28",       16735,       15567,       32302
,"  29",       17671,       16178,       33849
,"  30",       18479,       16932,       35411
,"  31",       18778,       17557,       36335
,"  32",       19923,       18460,       38383
,"  33",       19874,       18409,       38283
,"  34",       20470,       19111,       39581
,"  35",       20034,       18655,       38689
,"  36",       20216,       18927,       39143
,"  37",       19790,       18501,       38291
,"  38",       19809,       18672,       38481
,"  39",       20207,       18644,       38851
,"  40",       19848,       18837,       38685
,"  41",       20333,       19153,       39486
,"  42",       20117,       19235,       39352
,"  43",       20440,       19598,       40038
,"  44",       20072,       19345,       39417
,"  45",       20495,       19746,       40241
,"  46",       20671,       20436,       41107
,"  47",       20766,       19280,       40046
,"  48",       20105,       19423,       39528
,"  49",       20225,       18905,       39130
,"  50",       20251,       19373,       39624
,"  51",       19996,       18793,       38789
,"  52",       19392,       18245,       37637
,"  53",       19000,       18214,       37214
,"  54",       18388,       17118,       35506
,"  55",       17481,       16178,       33659
,"  56",       16561,       15373,       31934
,"  57",       16460,       15291,       31751
,"  58",       16189,       14938,       31127
,"  59",       15075,       14105,       29180
,"  60",       15157,       14549,       29706
,"  61",       14988,       15038,       30026
,"  62",       15906,       15288,       31194
,"  63",       14011,       13867,       27878
,"  64",       13315,       13640,       26955
,"  65",       14136,       14782,       28918
,"  66",       13583,       14035,       27618
,"  67",       13690,       14203,       27893
,"  68",       11923,       12726,       24649
,"  69",       11229,       12181,       23410
,"  70",       12337,       13802,       26139
,"  71",        8930,       10178,       19108
,"  72",        9493,       10838,       20331
,"  73",       10611,       12404,       23015
,"  74",       12660,       15436,       28096
,"  75",       11823,       14359,       26182
,"  76",       11729,       14576,       26305
,"  77",       11545,       14538,       26083
,"  78",       11479,       14770,       26249
,"  79",       10709,       14007,       24716
,"  80",       10253,       14001,       24254
,"  81",        9037,       12876,       21913
,"  82",        8772,       12903,       21675
,"  83",        7761,       11635,       19396
,"  84",        7220,       11273,       18493
,"  85",        6216,       10007,       16223
,"  86",        5562,        9458,       15020
,"  87",        5007,        8749,       13756
,"  88",        4229,        7678,       11907
,"  89",        3412,        6376,        9788
,"  90",        2436,        5288,        7724
,"  91",        1664,        3875,        5539
,"  92",        1256,        3344,        4600
,"  93",        1044,        2579,        3623
,"  94",         815,        2101,        2916
,"  95",         579,        1771,        2350
,"  96",         411,        1320,        1731
,"  97",         335,        1054,        1389
,"  98",         236,         737,         973
,"  99",         179,         527,         706
," 100",         107,         341,         448
," 101",          63,         224,         287
," 102",          42,         141,         183
," 103",          25,         100,         125
," 104",          11,          49,          60
," 105",           8,          36,          44
," 106",           5,          12,          17
," 107",           3,          12,          15
," 108",           3,           6,           9
," 109",           1,           1,           2
," 110",           2,           2,           4
," 111",           .,           1,           1
," 114",           .,           1,           1

"2012","   0",        9463,        8899,       18362
,"   1",       10430,        9767,       20197
,"   2",       10497,        9984,       20481
,"   3",       11114,       10540,       21654
,"   4",       10837,       10052,       20889
,"   5",       10692,       10135,       20827
,"   6",       10752,       10162,       20914
,"   7",       10739,       10092,       20831
,"   8",       10395,       10280,       20675
,"   9",       10491,        9794,       20285
,"  10",       10261,        9820,       20081
,"  11",       10635,        9775,       20410
,"  12",       10244,        9894,       20138
,"  13",       10181,        9571,       19752
,"  14",       10560,       10058,       20618
,"  15",       10421,        9991,       20412
,"  16",       10458,       10055,       20513
,"  17",       10826,       10064,       20890
,"  18",       11349,       10697,       22046
,"  19",       11780,       11092,       22872
,"  20",       12154,       11218,       23372
,"  21",       12374,       11871,       24245
,"  22",       12829,       12436,       25265
,"  23",       13402,       12481,       25883
,"  24",       13646,       13277,       26923
,"  25",       14391,       13567,       27958
,"  26",       15163,       13912,       29075
,"  27",       15615,       14499,       30114
,"  28",       15668,       14844,       30512
,"  29",       16610,       15501,       32111
,"  30",       17449,       16018,       33467
,"  31",       18317,       16765,       35082
,"  32",       18600,       17466,       36066
,"  33",       19666,       18309,       37975
,"  34",       19775,       18319,       38094
,"  35",       20299,       19021,       39320
,"  36",       19848,       18561,       38409
,"  37",       20097,       18869,       38966
,"  38",       19740,       18500,       38240
,"  39",       19713,       18615,       38328
,"  40",       20100,       18647,       38747
,"  41",       19723,       18803,       38526
,"  42",       20275,       19148,       39423
,"  43",       20007,       19226,       39233
,"  44",       20390,       19575,       39965
,"  45",       20009,       19371,       39380
,"  46",       20424,       19714,       40138
,"  47",       20625,       20358,       40983
,"  48",       20692,       19233,       39925
,"  49",       20051,       19408,       39459
,"  50",       20133,       18892,       39025
,"  51",       20157,       19358,       39515
,"  52",       19893,       18733,       38626
,"  53",       19296,       18213,       37509
,"  54",       18879,       18168,       37047
,"  55",       18275,       17100,       35375
,"  56",       17376,       16139,       33515
,"  57",       16470,       15310,       31780
,"  58",       16350,       15247,       31597
,"  59",       16013,       14911,       30924
,"  60",       14972,       14041,       29013
,"  61",       15060,       14523,       29583
,"  62",       14873,       14996,       29869
,"  63",       15765,       15243,       31008
,"  64",       13917,       13809,       27726
,"  65",       13189,       13588,       26777
,"  66",       13991,       14733,       28724
,"  67",       13456,       13937,       27393
,"  68",       13514,       14099,       27613
,"  69",       11733,       12650,       24383
,"  70",       11069,       12089,       23158
,"  71",       12116,       13646,       25762
,"  72",        8745,       10088,       18833
,"  73",        9290,       10728,       20018
,"  74",       10321,       12274,       22595
,"  75",       12333,       15232,       27565
,"  76",       11438,       14141,       25579
,"  77",       11331,       14318,       25649
,"  78",       11142,       14264,       25406
,"  79",       10996,       14384,       25380
,"  80",       10215,       13647,       23862
,"  81",        9700,       13566,       23266
,"  82",        8504,       12429,       20933
,"  83",        8177,       12394,       20571
,"  84",        7199,       11088,       18287
,"  85",        6622,       10619,       17241
,"  86",        5613,        9368,       14981
,"  87",        4934,        8747,       13681
,"  88",        4398,        8028,       12426
,"  89",        3686,        6962,       10648
,"  90",        2919,        5678,        8597
,"  91",        2046,        4630,        6676
,"  92",        1354,        3313,        4667
,"  93",        1018,        2808,        3826
,"  94",         826,        2145,        2971
,"  95",         623,        1698,        2321
,"  96",         427,        1375,        1802
,"  97",         300,        1025,        1325
,"  98",         246,         789,        1035
,"  99",         160,         532,         692
," 100",         130,         350,         480
," 101",          70,         239,         309
," 102",          43,         153,         196
," 103",          23,         100,         123
," 104",          13,          70,          83
," 105",           7,          34,          41
," 106",           7,          22,          29
," 107",           4,           5,           9
," 108",           2,           6,           8
," 109",           2,           6,           8
," 110",           1,           .,           1
," 111",           1,           2,           3
," 112",           .,           1,           1
," 113",           1,           .,           1

"2013","   0",        9305,        8721,       18026
,"   1",       10043,        9496,       19539
,"   2",       10486,        9827,       20313
,"   3",       10567,       10051,       20618
,"   4",       11122,       10550,       21672
,"   5",       10800,       10035,       20835
,"   6",       10680,       10112,       20792
,"   7",       10737,       10195,       20932
,"   8",       10694,       10049,       20743
,"   9",       10351,       10302,       20653
,"  10",       10465,        9774,       20239
,"  11",       10249,        9829,       20078
,"  12",       10650,        9831,       20481
,"  13",       10226,        9880,       20106
,"  14",       10175,        9564,       19739
,"  15",       10563,       10056,       20619
,"  16",       10241,        9813,       20054
,"  17",       10249,        9849,       20098
,"  18",       10670,        9893,       20563
,"  19",       11250,       10618,       21868
,"  20",       11697,       11016,       22713
,"  21",       12034,       11150,       23184
,"  22",       12161,       11721,       23882
,"  23",       12626,       12265,       24891
,"  24",       13111,       12330,       25441
,"  25",       13325,       12898,       26223
,"  26",       14022,       13235,       27257
,"  27",       14785,       13553,       28338
,"  28",       15171,       14138,       29309
,"  29",       15271,       14599,       29870
,"  30",       16291,       15242,       31533
,"  31",       17075,       15716,       32791
,"  32",       17975,       16558,       34533
,"  33",       18373,       17309,       35682
,"  34",       19361,       18090,       37451
,"  35",       19458,       18109,       37567
,"  36",       19973,       18908,       38881
,"  37",       19544,       18417,       37961
,"  38",       19794,       18715,       38509
,"  39",       19417,       18337,       37754
,"  40",       19500,       18509,       38009
,"  41",       19860,       18501,       38361
,"  42",       19434,       18724,       38158
,"  43",       20024,       19040,       39064
,"  44",       19769,       19117,       38886
,"  45",       20187,       19463,       39650
,"  46",       19762,       19247,       39009
,"  47",       20228,       19622,       39850
,"  48",       20443,       20244,       40687
,"  49",       20452,       19207,       39659
,"  50",       19836,       19343,       39179
,"  51",       19967,       18807,       38774
,"  52",       19958,       19258,       39216
,"  53",       19685,       18666,       38351
,"  54",       19131,       18115,       37246
,"  55",       18702,       18092,       36794
,"  56",       18108,       17008,       35116
,"  57",       17195,       16030,       33225
,"  58",       16289,       15236,       31525
,"  59",       16154,       15154,       31308
,"  60",       15852,       14836,       30688
,"  61",       14802,       13997,       28799
,"  62",       14879,       14451,       29330
,"  63",       14724,       14906,       29630
,"  64",       15546,       15125,       30671
,"  65",       13757,       13732,       27489
,"  66",       13026,       13487,       26513
,"  67",       13803,       14602,       28405
,"  68",       13286,       13837,       27123
,"  69",       13230,       13978,       27208
,"  70",       11531,       12524,       24055
,"  71",       10841,       12002,       22843
,"  72",       11849,       13514,       25363
,"  73",        8545,        9999,       18544
,"  74",        9025,       10597,       19622
,"  75",       10015,       12093,       22108
,"  76",       11952,       14959,       26911
,"  77",       11077,       13900,       24977
,"  78",       10894,       14065,       24959
,"  79",       10638,       13933,       24571
,"  80",       10460,       14004,       24464
,"  81",        9679,       13238,       22917
,"  82",        9116,       13095,       22211
,"  83",        7881,       11908,       19789
,"  84",        7537,       11787,       19324
,"  85",        6556,       10443,       16999
,"  86",        5941,        9898,       15839
,"  87",        5049,        8652,       13701
,"  88",        4310,        7995,       12305
,"  89",        3794,        7222,       11016
,"  90",        3141,        6169,        9310
,"  91",        2405,        4960,        7365
,"  92",        1661,        3937,        5598
,"  93",        1083,        2768,        3851
,"  94",         768,        2292,        3060
,"  95",         614,        1693,        2307
,"  96",         450,        1341,        1791
,"  97",         307,        1060,        1367
,"  98",         213,         771,         984
,"  99",         174,         548,         722
," 100",         102,         374,         476
," 101",          77,         233,         310
," 102",          49,         176,         225
," 103",          24,         105,         129
," 104",          14,          60,          74
," 105",          10,          47,          57
," 106",           4,          19,          23
," 107",           6,          16,          22
," 108",           4,           2,           6
," 109",           2,           5,           7
," 110",           2,           6,           8
," 112",           1,           2,           3
," 113",           .,           1,           1

"2014","   0",        8736,        8122,       16858
,"   1",        9646,        9038,       18684
,"   2",       10088,        9515,       19603
,"   3",       10489,        9857,       20346
,"   4",       10537,       10015,       20552
,"   5",       11086,       10500,       21586
,"   6",       10737,        9983,       20720
,"   7",       10660,       10061,       20721
,"   8",       10675,       10129,       20804
,"   9",       10615,       10029,       20644
,"  10",       10315,       10239,       20554
,"  11",       10427,        9746,       20173
,"  12",       10218,        9799,       20017
,"  13",       10605,        9848,       20453
,"  14",       10195,        9858,       20053
,"  15",       10152,        9535,       19687
,"  16",       10409,        9927,       20336
,"  17",       10246,        9797,       20043
,"  18",       10331,        9889,       20220
,"  19",       10721,        9940,       20661
,"  20",       11281,       10706,       21987
,"  21",       11721,       11057,       22778
,"  22",       12028,       11158,       23186
,"  23",       12071,       11656,       23727
,"  24",       12566,       12095,       24661
,"  25",       12888,       12105,       24993
,"  26",       13066,       12646,       25712
,"  27",       13748,       12962,       26710
,"  28",       14395,       13327,       27722
,"  29",       14869,       13901,       28770
,"  30",       14914,       14253,       29167
,"  31",       15848,       14941,       30789
,"  32",       16637,       15466,       32103
,"  33",       17576,       16300,       33876
,"  34",       18000,       17114,       35114
,"  35",       18984,       17920,       36904
,"  36",       19100,       17928,       37028
,"  37",       19644,       18709,       38353
,"  38",       19219,       18211,       37430
,"  39",       19503,       18552,       38055
,"  40",       19163,       18236,       37399
,"  41",       19216,       18369,       37585
,"  42",       19623,       18361,       37984
,"  43",       19148,       18586,       37734
,"  44",       19827,       18923,       38750
,"  45",       19527,       18974,       38501
,"  46",       19936,       19388,       39324
,"  47",       19583,       19186,       38769
,"  48",       20030,       19512,       39542
,"  49",       20248,       20167,       40415
,"  50",       20186,       19142,       39328
,"  51",       19639,       19232,       38871
,"  52",       19764,       18750,       38514
,"  53",       19785,       19152,       38937
,"  54",       19498,       18552,       38050
,"  55",       18950,       18038,       36988
,"  56",       18520,       17987,       36507
,"  57",       17938,       16934,       34872
,"  58",       17009,       15943,       32952
,"  59",       16143,       15144,       31287
,"  60",       15984,       15052,       31036
,"  61",       15705,       14772,       30477
,"  62",       14635,       13935,       28570
,"  63",       14684,       14393,       29077
,"  64",       14554,       14797,       29351
,"  65",       15386,       15058,       30444
,"  66",       13536,       13656,       27192
,"  67",       12887,       13394,       26281
,"  68",       13595,       14488,       28083
,"  69",       13102,       13716,       26818
,"  70",       13018,       13876,       26894
,"  71",       11280,       12439,       23719
,"  72",       10647,       11902,       22549
,"  73",       11596,       13366,       24962
,"  74",        8339,        9866,       18205
,"  75",        8781,       10465,       19246
,"  76",        9692,       11886,       21578
,"  77",       11516,       14705,       26221
,"  78",       10659,       13640,       24299
,"  79",       10436,       13794,       24230
,"  80",       10112,       13603,       23715
,"  81",        9900,       13603,       23503
,"  82",        9184,       12823,       22007
,"  83",        8535,       12587,       21122
,"  84",        7322,       11375,       18697
,"  85",        6901,       11155,       18056
,"  86",        5954,        9837,       15791
,"  87",        5294,        9169,       14463
,"  88",        4462,        7996,       12458
,"  89",        3753,        7246,       10999
,"  90",        3242,        6466,        9708
,"  91",        2649,        5410,        8059
,"  92",        1989,        4257,        6246
,"  93",        1329,        3362,        4691
,"  94",         850,        2277,        3127
,"  95",         589,        1860,        2449
,"  96",         452,        1342,        1794
,"  97",         331,        1054,        1385
,"  98",         231,         801,        1032
,"  99",         140,         582,         722
," 100",         105,         377,         482
," 101",          76,         262,         338
," 102",          48,         166,         214
," 103",          37,         132,         169
," 104",          17,          69,          86
," 105",          11,          46,          57
," 106",           9,          35,          44
," 107",           2,          11,          13
," 108",           6,          12,          18
," 109",           4,           2,           6
," 110",           2,           5,           7
," 111",           2,           5,           7
," 113",           1,           2,           3
," 114",           .,           1,           1

"2015","   0",        8824,        8010,       16834
,"   1",        9136,        8413,       17549
,"   2",        9708,        9110,       18818
,"   3",       10149,        9563,       19712
,"   4",       10458,        9869,       20327
,"   5",       10516,        9974,       20490
,"   6",       11055,       10514,       21569
,"   7",       10689,        9987,       20676
,"   8",       10609,       10039,       20648
,"   9",       10622,       10115,       20737
,"  10",       10591,        9996,       20587
,"  11",       10310,       10236,       20546
,"  12",       10436,        9727,       20163
,"  13",       10226,        9780,       20006
,"  14",       10617,        9862,       20479
,"  15",       10167,        9852,       20019
,"  16",        9987,        9416,       19403
,"  17",       10344,        9881,       20225
,"  18",       10276,        9816,       20092
,"  19",       10384,        9914,       20298
,"  20",       10765,       10003,       20768
,"  21",       11267,       10764,       22031
,"  22",       11664,       11065,       22729
,"  23",       11936,       11108,       23044
,"  24",       11962,       11540,       23502
,"  25",       12314,       11826,       24140
,"  26",       12614,       11817,       24431
,"  27",       12787,       12365,       25152
,"  28",       13413,       12700,       26113
,"  29",       14058,       13024,       27082
,"  30",       14517,       13643,       28160
,"  31",       14594,       14050,       28644
,"  32",       15478,       14713,       30191
,"  33",       16341,       15296,       31637
,"  34",       17260,       16128,       33388
,"  35",       17698,       16894,       34592
,"  36",       18659,       17714,       36373
,"  37",       18799,       17795,       36594
,"  38",       19398,       18602,       38000
,"  39",       18961,       18127,       37088
,"  40",       19180,       18439,       37619
,"  41",       18971,       18075,       37046
,"  42",       18958,       18279,       37237
,"  43",       19393,       18254,       37647
,"  44",       18942,       18500,       37442
,"  45",       19640,       18837,       38477
,"  46",       19302,       18890,       38192
,"  47",       19724,       19273,       38997
,"  48",       19416,       19092,       38508
,"  49",       19885,       19444,       39329
,"  50",       20053,       20127,       40180
,"  51",       20003,       19051,       39054
,"  52",       19470,       19161,       38631
,"  53",       19574,       18664,       38238
,"  54",       19593,       19097,       38690
,"  55",       19334,       18485,       37819
,"  56",       18783,       17961,       36744
,"  57",       18387,       17914,       36301
,"  58",       17804,       16859,       34663
,"  59",       16875,       15845,       32720
,"  60",       15975,       15095,       31070
,"  61",       15806,       15010,       30816
,"  62",       15562,       14720,       30282
,"  63",       14498,       13891,       28389
,"  64",       14588,       14318,       28906
,"  65",       14427,       14756,       29183
,"  66",       15209,       14994,       30203
,"  67",       13361,       13555,       26916
,"  68",       12688,       13323,       26011
,"  69",       13372,       14428,       27800
,"  70",       12884,       13591,       26475
,"  71",       12758,       13788,       26546
,"  72",       11088,       12326,       23414
,"  73",       10404,       11786,       22190
,"  74",       11307,       13216,       24523
,"  75",        8112,        9738,       17850
,"  76",        8522,       10300,       18822
,"  77",        9407,       11710,       21117
,"  78",       11068,       14456,       25524
,"  79",       10228,       13375,       23603
,"  80",        9960,       13446,       23406
,"  81",        9603,       13244,       22847
,"  82",        9343,       13187,       22530
,"  83",        8649,       12313,       20962
,"  84",        7950,       12025,       19975
,"  85",        6736,       10859,       17595
,"  86",        6321,       10469,       16790
,"  87",        5358,        9145,       14503
,"  88",        4691,        8426,       13117
,"  89",        3912,        7253,       11165
,"  90",        3238,        6465,        9703
,"  91",        2716,        5689,        8405
,"  92",        2203,        4664,        6867
,"  93",        1619,        3639,        5258
,"  94",        1025,        2787,        3812
,"  95",         648,        1850,        2498
,"  96",         433,        1467,        1900
,"  97",         341,        1056,        1397
,"  98",         248,         783,        1031
,"  99",         167,         589,         756
," 100",          90,         406,         496
," 101",          71,         278,         349
," 102",          49,         183,         232
," 103",          33,         111,         144
," 104",          28,          92,         120
," 105",          11,          54,          65
," 106",           8,          32,          40
," 107",           8,          25,          33
," 108",           2,           7,           9
," 109",           5,          10,          15
," 110",           4,           2,           6
," 111",           2,           5,           7
," 112",           2,           2,           4
," 114",           2,           2,           4

"2016","   0",        8366,        8023,       16389
,"   1",        9210,        8329,       17539
,"   2",        9119,        8482,       17601
,"   3",        9763,        9153,       18916
,"   4",       10132,        9566,       19698
,"   5",       10451,        9845,       20296
,"   6",       10465,        9938,       20403
,"   7",       11017,       10436,       21453
,"   8",       10673,        9945,       20618
,"   9",       10607,       10022,       20629
,"  10",       10595,       10103,       20698
,"  11",       10569,       10012,       20581
,"  12",       10255,       10224,       20479
,"  13",       10414,        9691,       20105
,"  14",       10209,        9746,       19955
,"  15",       10601,        9843,       20444
,"  16",       10044,        9738,       19782
,"  17",        9949,        9345,       19294
,"  18",       10374,        9901,       20275
,"  19",       10332,        9853,       20185
,"  20",       10406,        9989,       20395
,"  21",       10762,       10060,       20822
,"  22",       11206,       10730,       21936
,"  23",       11609,       10972,       22581
,"  24",       11770,       10916,       22686
,"  25",       11813,       11303,       23116
,"  26",       12084,       11548,       23632
,"  27",       12355,       11481,       23836
,"  28",       12532,       12090,       24622
,"  29",       13125,       12404,       25529
,"  30",       13724,       12795,       26519
,"  31",       14186,       13344,       27530
,"  32",       14339,       13833,       28172
,"  33",       15119,       14511,       29630
,"  34",       16049,       15093,       31142
,"  35",       16940,       15966,       32906
,"  36",       17449,       16703,       34152
,"  37",       18405,       17565,       35970
,"  38",       18547,       17645,       36192
,"  39",       19173,       18500,       37673
,"  40",       18738,       17978,       36716
,"  41",       18913,       18314,       37227
,"  42",       18767,       17965,       36732
,"  43",       18733,       18163,       36896
